kode,username,status,judul,penulis,rating,jml hlm,genre,sinopsis
D36,@bukanapasapa,Borrowing,Sudut Mati,Tsugaeda,4.05,344,"fiksi, thriller, misteri, aksi, drama","Titan kembali dari Amerika Serikat setelah delapan tahun, tepat ketika Grup Prayogo milik ayahnya sedang krisis dan membutuhkan bantuannya. Selain kesulitan dalam urusan bisnis, ada ancaman dari kompetitor jahat, Ares Inco, yang memiliki keinginan menghancurkan keluarga Prayogo untuk selamanya. Namun Titan tak hanya menghadapi itu. Kakaknya, Titok, tak suka tersaingi olehnya di dalam Grup. Adiknya, Tiara, justru menikah dengan putra mahkota musuh. Dan mungkin ia juga telah membawa kekasih yang dicintainya ke dalam bahaya. Titan harus menghadapi itu semua. Sementara tanpa ia ketahui, seorang pembunuh dengan kode 'Si Dokter' mengintai dan menunggu saat tepat untuk ikut campur ke dalam urusan mereka."
D36,@delasyahma,Queue,Sudut Mati,Tsugaeda,4.05,344,"fiksi, thriller, misteri, aksi, drama","Titan kembali dari Amerika Serikat setelah delapan tahun, tepat ketika Grup Prayogo milik ayahnya sedang krisis dan membutuhkan bantuannya. Selain kesulitan dalam urusan bisnis, ada ancaman dari kompetitor jahat, Ares Inco, yang memiliki keinginan menghancurkan keluarga Prayogo untuk selamanya. Namun Titan tak hanya menghadapi itu. Kakaknya, Titok, tak suka tersaingi olehnya di dalam Grup. Adiknya, Tiara, justru menikah dengan putra mahkota musuh. Dan mungkin ia juga telah membawa kekasih yang dicintainya ke dalam bahaya. Titan harus menghadapi itu semua. Sementara tanpa ia ketahui, seorang pembunuh dengan kode 'Si Dokter' mengintai dan menunggu saat tepat untuk ikut campur ke dalam urusan mereka."
D38,@deedhonks,Borrowed,Daughter of Moon Goddess,Sue Lynn Tan,4.11,503,"fiksi, fantasi, romansa, mitologi, young-adult","Sendirian dan ketakutan, Xingyin putri Dewi Bulan terpaksa kabur dari rumah karena eksistensinya tidak boleh diketahui,terutama oleh Kaisar dan Permaisuri Kayangan yang teramat membenci orangtuanya. Namun, tepat di Kerajaan Kayangan-lah Xingyin terdampar dan harus memulai penyamaran, hingga akhirnya menjadi teman belajar sang Putra Mahkota, Liwei. Berada di tengah-tengah musuh, yang Xingyin inginkan hanyalah bertahan hidup. Menguak kekuatannya sendiri sebagai pemanah hebat, Xingyin terjun dalam misi-misi penyelamatan dunia yang mengancam nyawa, didampingi kapten Pasukan Kayangan yang terkenal, Wenzhi. Semua itu demi mendapatkan karunia dari Kaisar agar ibunya bisa dibebaskan dari hukuman kurungan kekal di Bulan.Xingyin akan melakukan apa pun untuk kembali ke rumah, bahkan meski itu berarti mengkhianati orang-orang yang dia sayang."
D38,@febrianikmadusari,Queue,Daughter of Moon Goddess,Sue Lynn Tan,4.11,503,"fiksi, fantasi, romansa, mitologi, young-adult","Sendirian dan ketakutan, Xingyin putri Dewi Bulan terpaksa kabur dari rumah karena eksistensinya tidak boleh diketahui,terutama oleh Kaisar dan Permaisuri Kayangan yang teramat membenci orangtuanya. Namun, tepat di Kerajaan Kayangan-lah Xingyin terdampar dan harus memulai penyamaran, hingga akhirnya menjadi teman belajar sang Putra Mahkota, Liwei. Berada di tengah-tengah musuh, yang Xingyin inginkan hanyalah bertahan hidup. Menguak kekuatannya sendiri sebagai pemanah hebat, Xingyin terjun dalam misi-misi penyelamatan dunia yang mengancam nyawa, didampingi kapten Pasukan Kayangan yang terkenal, Wenzhi. Semua itu demi mendapatkan karunia dari Kaisar agar ibunya bisa dibebaskan dari hukuman kurungan kekal di Bulan.Xingyin akan melakukan apa pun untuk kembali ke rumah, bahkan meski itu berarti mengkhianati orang-orang yang dia sayang."
D38,@ilmiosole__n_n,Borrowed,Daughter of Moon Goddess,Sue Lynn Tan,4.11,503,"fiksi, fantasi, romansa, mitologi, young-adult","Sendirian dan ketakutan, Xingyin putri Dewi Bulan terpaksa kabur dari rumah karena eksistensinya tidak boleh diketahui,terutama oleh Kaisar dan Permaisuri Kayangan yang teramat membenci orangtuanya. Namun, tepat di Kerajaan Kayangan-lah Xingyin terdampar dan harus memulai penyamaran, hingga akhirnya menjadi teman belajar sang Putra Mahkota, Liwei. Berada di tengah-tengah musuh, yang Xingyin inginkan hanyalah bertahan hidup. Menguak kekuatannya sendiri sebagai pemanah hebat, Xingyin terjun dalam misi-misi penyelamatan dunia yang mengancam nyawa, didampingi kapten Pasukan Kayangan yang terkenal, Wenzhi. Semua itu demi mendapatkan karunia dari Kaisar agar ibunya bisa dibebaskan dari hukuman kurungan kekal di Bulan.Xingyin akan melakukan apa pun untuk kembali ke rumah, bahkan meski itu berarti mengkhianati orang-orang yang dia sayang."
D38,@minjeongie101,Borrowed,Daughter of Moon Goddess,Sue Lynn Tan,4.11,503,"fiksi, fantasi, romansa, mitologi, young-adult","Sendirian dan ketakutan, Xingyin putri Dewi Bulan terpaksa kabur dari rumah karena eksistensinya tidak boleh diketahui,terutama oleh Kaisar dan Permaisuri Kayangan yang teramat membenci orangtuanya. Namun, tepat di Kerajaan Kayangan-lah Xingyin terdampar dan harus memulai penyamaran, hingga akhirnya menjadi teman belajar sang Putra Mahkota, Liwei. Berada di tengah-tengah musuh, yang Xingyin inginkan hanyalah bertahan hidup. Menguak kekuatannya sendiri sebagai pemanah hebat, Xingyin terjun dalam misi-misi penyelamatan dunia yang mengancam nyawa, didampingi kapten Pasukan Kayangan yang terkenal, Wenzhi. Semua itu demi mendapatkan karunia dari Kaisar agar ibunya bisa dibebaskan dari hukuman kurungan kekal di Bulan.Xingyin akan melakukan apa pun untuk kembali ke rumah, bahkan meski itu berarti mengkhianati orang-orang yang dia sayang."
D38,@naanaachingu,Queue,Daughter of Moon Goddess,Sue Lynn Tan,4.11,503,"fiksi, fantasi, romansa, mitologi, young-adult","Sendirian dan ketakutan, Xingyin putri Dewi Bulan terpaksa kabur dari rumah karena eksistensinya tidak boleh diketahui,terutama oleh Kaisar dan Permaisuri Kayangan yang teramat membenci orangtuanya. Namun, tepat di Kerajaan Kayangan-lah Xingyin terdampar dan harus memulai penyamaran, hingga akhirnya menjadi teman belajar sang Putra Mahkota, Liwei. Berada di tengah-tengah musuh, yang Xingyin inginkan hanyalah bertahan hidup. Menguak kekuatannya sendiri sebagai pemanah hebat, Xingyin terjun dalam misi-misi penyelamatan dunia yang mengancam nyawa, didampingi kapten Pasukan Kayangan yang terkenal, Wenzhi. Semua itu demi mendapatkan karunia dari Kaisar agar ibunya bisa dibebaskan dari hukuman kurungan kekal di Bulan.Xingyin akan melakukan apa pun untuk kembali ke rumah, bahkan meski itu berarti mengkhianati orang-orang yang dia sayang."
D38,@readingwithlisa77,Borrowing,Daughter of Moon Goddess,Sue Lynn Tan,4.11,503,"fiksi, fantasi, romansa, mitologi, young-adult","Sendirian dan ketakutan, Xingyin putri Dewi Bulan terpaksa kabur dari rumah karena eksistensinya tidak boleh diketahui,terutama oleh Kaisar dan Permaisuri Kayangan yang teramat membenci orangtuanya. Namun, tepat di Kerajaan Kayangan-lah Xingyin terdampar dan harus memulai penyamaran, hingga akhirnya menjadi teman belajar sang Putra Mahkota, Liwei. Berada di tengah-tengah musuh, yang Xingyin inginkan hanyalah bertahan hidup. Menguak kekuatannya sendiri sebagai pemanah hebat, Xingyin terjun dalam misi-misi penyelamatan dunia yang mengancam nyawa, didampingi kapten Pasukan Kayangan yang terkenal, Wenzhi. Semua itu demi mendapatkan karunia dari Kaisar agar ibunya bisa dibebaskan dari hukuman kurungan kekal di Bulan.Xingyin akan melakukan apa pun untuk kembali ke rumah, bahkan meski itu berarti mengkhianati orang-orang yang dia sayang."
D38,@twinklewrinckle,Queue,Daughter of Moon Goddess,Sue Lynn Tan,4.11,503,"fiksi, fantasi, romansa, mitologi, young-adult","Sendirian dan ketakutan, Xingyin putri Dewi Bulan terpaksa kabur dari rumah karena eksistensinya tidak boleh diketahui,terutama oleh Kaisar dan Permaisuri Kayangan yang teramat membenci orangtuanya. Namun, tepat di Kerajaan Kayangan-lah Xingyin terdampar dan harus memulai penyamaran, hingga akhirnya menjadi teman belajar sang Putra Mahkota, Liwei. Berada di tengah-tengah musuh, yang Xingyin inginkan hanyalah bertahan hidup. Menguak kekuatannya sendiri sebagai pemanah hebat, Xingyin terjun dalam misi-misi penyelamatan dunia yang mengancam nyawa, didampingi kapten Pasukan Kayangan yang terkenal, Wenzhi. Semua itu demi mendapatkan karunia dari Kaisar agar ibunya bisa dibebaskan dari hukuman kurungan kekal di Bulan.Xingyin akan melakukan apa pun untuk kembali ke rumah, bahkan meski itu berarti mengkhianati orang-orang yang dia sayang."
D39,@deedhonks,Borrowing,Heart of Sun Warrior,Sue Lynn Tan,4.03,466,"fiksi, fantasi, romansa, mitologi, YA","Liwei begitu dekat, tetapi terasa jauh dari jangkauan. Wenzhi telah membuat kesalahan tak termaafkan, tetapi terus saja menyerbu benteng yang Xingyin dirikan untuk melindungi hatinya. Namun, tak ada waktu untuk mengurus romansa ketika pertempuran kedelapan alam untuk memperebutkan semesta sudah mengadang. Sekutu berkhianat, musuh bersiasat. Berapa banyak lagi Xingyin harus berkorban, sementara mayat orang-orang terdekat terus bergelimpangan? Bersediakah Xingyin mengambil risiko bukan saja kehilangan nyawa mereka yang dia cintai, melainkan juga nyawanya sendiri?"
D39,@febrianikmadusari,Queue,Heart of Sun Warrior,Sue Lynn Tan,4.03,466,"fiksi, fantasi, romansa, mitologi, YA","Liwei begitu dekat, tetapi terasa jauh dari jangkauan. Wenzhi telah membuat kesalahan tak termaafkan, tetapi terus saja menyerbu benteng yang Xingyin dirikan untuk melindungi hatinya. Namun, tak ada waktu untuk mengurus romansa ketika pertempuran kedelapan alam untuk memperebutkan semesta sudah mengadang. Sekutu berkhianat, musuh bersiasat. Berapa banyak lagi Xingyin harus berkorban, sementara mayat orang-orang terdekat terus bergelimpangan? Bersediakah Xingyin mengambil risiko bukan saja kehilangan nyawa mereka yang dia cintai, melainkan juga nyawanya sendiri?"
D39,@ilmiosole__n_n,Borrowed,Heart of Sun Warrior,Sue Lynn Tan,4.03,466,"fiksi, fantasi, romansa, mitologi, YA","Liwei begitu dekat, tetapi terasa jauh dari jangkauan. Wenzhi telah membuat kesalahan tak termaafkan, tetapi terus saja menyerbu benteng yang Xingyin dirikan untuk melindungi hatinya. Namun, tak ada waktu untuk mengurus romansa ketika pertempuran kedelapan alam untuk memperebutkan semesta sudah mengadang. Sekutu berkhianat, musuh bersiasat. Berapa banyak lagi Xingyin harus berkorban, sementara mayat orang-orang terdekat terus bergelimpangan? Bersediakah Xingyin mengambil risiko bukan saja kehilangan nyawa mereka yang dia cintai, melainkan juga nyawanya sendiri?"
D39,@minjeongie101,Queue,Heart of Sun Warrior,Sue Lynn Tan,4.03,466,"fiksi, fantasi, romansa, mitologi, YA","Liwei begitu dekat, tetapi terasa jauh dari jangkauan. Wenzhi telah membuat kesalahan tak termaafkan, tetapi terus saja menyerbu benteng yang Xingyin dirikan untuk melindungi hatinya. Namun, tak ada waktu untuk mengurus romansa ketika pertempuran kedelapan alam untuk memperebutkan semesta sudah mengadang. Sekutu berkhianat, musuh bersiasat. Berapa banyak lagi Xingyin harus berkorban, sementara mayat orang-orang terdekat terus bergelimpangan? Bersediakah Xingyin mengambil risiko bukan saja kehilangan nyawa mereka yang dia cintai, melainkan juga nyawanya sendiri?"
D39,@naanaachingu,Queue,Heart of Sun Warrior,Sue Lynn Tan,4.03,466,"fiksi, fantasi, romansa, mitologi, YA","Liwei begitu dekat, tetapi terasa jauh dari jangkauan. Wenzhi telah membuat kesalahan tak termaafkan, tetapi terus saja menyerbu benteng yang Xingyin dirikan untuk melindungi hatinya. Namun, tak ada waktu untuk mengurus romansa ketika pertempuran kedelapan alam untuk memperebutkan semesta sudah mengadang. Sekutu berkhianat, musuh bersiasat. Berapa banyak lagi Xingyin harus berkorban, sementara mayat orang-orang terdekat terus bergelimpangan? Bersediakah Xingyin mengambil risiko bukan saja kehilangan nyawa mereka yang dia cintai, melainkan juga nyawanya sendiri?"
D40,@elimirnaw,Borrowing,Damsel,Evelyn Skye,3.81,368,"fiksi, fantasi, young-adult","Tidak ada yang gratis di dunia ini. Elodie tidak pernah memimpikan istana mewah atau pangeran tampan. Besar di tengah lingkungan yang kelaparan, membantu rakyat Inophe bertahan hidup setiap musim dingin adalah keinginan terdalamnya. Ketika sebuah lamaran yang ditukar dengan kekayaan untuk menyelamatkan Inophe ditawarkan, dia menerima tanpa ragu. Menjejakkan kaki di Kerajaan Aurea yang berkilauan, Elodie dengan cepat terpesona oleh keindahan alam—dan tunangannya, Pangeran Henry. Keraguan mulai menusuk pikiran Elodie saat keganjilan demi keganjilan terlihat di setiap sudut Aurea: Seorang wanita muda muncul dan menghilang dari menara kastil. Parade obor berkelok-kelok melintasi pegunungan—berikut tanda yang tertinggal di sudut kerajaan. Terlambat, dia menemukan bahwa kemakmuran Aurea dibeli dengan harga mahal—setiap musim panen, kerajaan mengorbankan putri-putrinya untuk naga yang lapar. Tentu saja Elodie adalah pengorbanan selanjutnya! Ratusan wanita dikorbankan selama berabad-abad. Meski begitu, darah mereka berdenyut dengan kekuatan dan ingatan, pengalaman mereka adalah kunci kelangsungan hidup Elodie. Terpaksa berjuang, Elodie menggunakan akalnya untuk mengalahkan naga, mengungkap masa lalu Aurea, dan menyelamatkan masa depan kerajaan barunya."
D40,@MAULIA58624687,Queue,Damsel,Evelyn Skye,3.81,368,"fiksi, fantasi, young-adult","Tidak ada yang gratis di dunia ini. Elodie tidak pernah memimpikan istana mewah atau pangeran tampan. Besar di tengah lingkungan yang kelaparan, membantu rakyat Inophe bertahan hidup setiap musim dingin adalah keinginan terdalamnya. Ketika sebuah lamaran yang ditukar dengan kekayaan untuk menyelamatkan Inophe ditawarkan, dia menerima tanpa ragu. Menjejakkan kaki di Kerajaan Aurea yang berkilauan, Elodie dengan cepat terpesona oleh keindahan alam—dan tunangannya, Pangeran Henry. Keraguan mulai menusuk pikiran Elodie saat keganjilan demi keganjilan terlihat di setiap sudut Aurea: Seorang wanita muda muncul dan menghilang dari menara kastil. Parade obor berkelok-kelok melintasi pegunungan—berikut tanda yang tertinggal di sudut kerajaan. Terlambat, dia menemukan bahwa kemakmuran Aurea dibeli dengan harga mahal—setiap musim panen, kerajaan mengorbankan putri-putrinya untuk naga yang lapar. Tentu saja Elodie adalah pengorbanan selanjutnya! Ratusan wanita dikorbankan selama berabad-abad. Meski begitu, darah mereka berdenyut dengan kekuatan dan ingatan, pengalaman mereka adalah kunci kelangsungan hidup Elodie. Terpaksa berjuang, Elodie menggunakan akalnya untuk mengalahkan naga, mengungkap masa lalu Aurea, dan menyelamatkan masa depan kerajaan barunya."
D40,@qamadhieta,Borrowed,Damsel,Evelyn Skye,3.81,368,"fiksi, fantasi, young-adult","Tidak ada yang gratis di dunia ini. Elodie tidak pernah memimpikan istana mewah atau pangeran tampan. Besar di tengah lingkungan yang kelaparan, membantu rakyat Inophe bertahan hidup setiap musim dingin adalah keinginan terdalamnya. Ketika sebuah lamaran yang ditukar dengan kekayaan untuk menyelamatkan Inophe ditawarkan, dia menerima tanpa ragu. Menjejakkan kaki di Kerajaan Aurea yang berkilauan, Elodie dengan cepat terpesona oleh keindahan alam—dan tunangannya, Pangeran Henry. Keraguan mulai menusuk pikiran Elodie saat keganjilan demi keganjilan terlihat di setiap sudut Aurea: Seorang wanita muda muncul dan menghilang dari menara kastil. Parade obor berkelok-kelok melintasi pegunungan—berikut tanda yang tertinggal di sudut kerajaan. Terlambat, dia menemukan bahwa kemakmuran Aurea dibeli dengan harga mahal—setiap musim panen, kerajaan mengorbankan putri-putrinya untuk naga yang lapar. Tentu saja Elodie adalah pengorbanan selanjutnya! Ratusan wanita dikorbankan selama berabad-abad. Meski begitu, darah mereka berdenyut dengan kekuatan dan ingatan, pengalaman mereka adalah kunci kelangsungan hidup Elodie. Terpaksa berjuang, Elodie menggunakan akalnya untuk mengalahkan naga, mengungkap masa lalu Aurea, dan menyelamatkan masa depan kerajaan barunya."
D41,@_luvminkook,Queue,If You Could See The Sun,Ann Liang,4.02,345,"fiksi, fantasi, romansa, young-adult","Alice Sun selalu merasa tidak terlihat di sekolah asrama internasional elite Beijing tempat dia bersekolah. Dia adalah satu-satunya siswa beasiswa di antara para remaja Tiongkok yang paling kaya dan berpengaruh. Namun, akhirnya dia mulai tidak bisa mengendalikan dirinya dan menjadi tidak terlihat—benar-benar tidak terlihat. Transparan. Ketika orangtua Alice memberitahunya bahwa mereka tidak lagi mampu membayar uang sekolahnya—meski dengan bantuan beasiswa—Alice menyusun rencana untuk memanfaatkan kekuatan barunya yang aneh itu. Dengan bantuan seorang siswa lain, dia akan mengungkap rahasia memalukan yang ingin diketahui teman sekelasnya, dengan imbalan harga tertentu. Namun, seiring tugasnya meningkat dari skandal kecil-kecilan menjadi kejahatan nyata, Alice harus memutuskan apakah ini sepadan dengan kehilangan hati nuraninya—atau bahkan nyawanya."
D41,@ilmiosole__n_n,Borrowed,If You Could See The Sun,Ann Liang,4.02,345,"fiksi, fantasi, romansa, young-adult","Alice Sun selalu merasa tidak terlihat di sekolah asrama internasional elite Beijing tempat dia bersekolah. Dia adalah satu-satunya siswa beasiswa di antara para remaja Tiongkok yang paling kaya dan berpengaruh. Namun, akhirnya dia mulai tidak bisa mengendalikan dirinya dan menjadi tidak terlihat—benar-benar tidak terlihat. Transparan. Ketika orangtua Alice memberitahunya bahwa mereka tidak lagi mampu membayar uang sekolahnya—meski dengan bantuan beasiswa—Alice menyusun rencana untuk memanfaatkan kekuatan barunya yang aneh itu. Dengan bantuan seorang siswa lain, dia akan mengungkap rahasia memalukan yang ingin diketahui teman sekelasnya, dengan imbalan harga tertentu. Namun, seiring tugasnya meningkat dari skandal kecil-kecilan menjadi kejahatan nyata, Alice harus memutuskan apakah ini sepadan dengan kehilangan hati nuraninya—atau bahkan nyawanya."
D41,@naanaachingu,Queue,If You Could See The Sun,Ann Liang,4.02,345,"fiksi, fantasi, romansa, young-adult","Alice Sun selalu merasa tidak terlihat di sekolah asrama internasional elite Beijing tempat dia bersekolah. Dia adalah satu-satunya siswa beasiswa di antara para remaja Tiongkok yang paling kaya dan berpengaruh. Namun, akhirnya dia mulai tidak bisa mengendalikan dirinya dan menjadi tidak terlihat—benar-benar tidak terlihat. Transparan. Ketika orangtua Alice memberitahunya bahwa mereka tidak lagi mampu membayar uang sekolahnya—meski dengan bantuan beasiswa—Alice menyusun rencana untuk memanfaatkan kekuatan barunya yang aneh itu. Dengan bantuan seorang siswa lain, dia akan mengungkap rahasia memalukan yang ingin diketahui teman sekelasnya, dengan imbalan harga tertentu. Namun, seiring tugasnya meningkat dari skandal kecil-kecilan menjadi kejahatan nyata, Alice harus memutuskan apakah ini sepadan dengan kehilangan hati nuraninya—atau bahkan nyawanya."
D41,@roawstar,Borrowing,If You Could See The Sun,Ann Liang,4.02,345,"fiksi, fantasi, romansa, young-adult","Alice Sun selalu merasa tidak terlihat di sekolah asrama internasional elite Beijing tempat dia bersekolah. Dia adalah satu-satunya siswa beasiswa di antara para remaja Tiongkok yang paling kaya dan berpengaruh. Namun, akhirnya dia mulai tidak bisa mengendalikan dirinya dan menjadi tidak terlihat—benar-benar tidak terlihat. Transparan. Ketika orangtua Alice memberitahunya bahwa mereka tidak lagi mampu membayar uang sekolahnya—meski dengan bantuan beasiswa—Alice menyusun rencana untuk memanfaatkan kekuatan barunya yang aneh itu. Dengan bantuan seorang siswa lain, dia akan mengungkap rahasia memalukan yang ingin diketahui teman sekelasnya, dengan imbalan harga tertentu. Namun, seiring tugasnya meningkat dari skandal kecil-kecilan menjadi kejahatan nyata, Alice harus memutuskan apakah ini sepadan dengan kehilangan hati nuraninya—atau bahkan nyawanya."
D42,@nobody,Queue,Gadis Minimarket,Murata Sayaka,3.69,160,"fiksi, j-lit, kontemporer","Dunia menuntut Keiko untuk menjadi normal, walau ia tidak tahu “normal” itu seperti apa. Namun di minimarket, Keiko dilahirkan dengan identitas baru sebagai “pegawai minimarket”. Kini Keiko terancam dipisahkan dari dunia minimarket yang dicintainya selama ini..."
D43,@nobody,Queue,A Magic Steeped in Poison,Judy I. Lin,3.83,374,"fiksi, fantasi, romansa, mitologiyoung-adult hisfic","Shénnóng-shī adalah peracik teh sihir, bakat yang dimiliki Ning sebagai warisan dari ibunya; bakat yang tidak diakui Ning karena mengundang malapetaka. Tanpa sadar, Ning menyeduh teh beracun yang menyebabkan kematian sang ibu dan membuat adiknya sekarat. Kesalahan itu terus menghantuinya, hingga muncul kabar diadakannya sayembara pencarian shénnóng-shī terbaik di Kekaisaran Dàxī. Ning rela melakukan apa pun demi menyelamatkan nyawa sang adik, termasuk membujuk putri sang kaisar. Dia pun berangkat ke ibu kota untuk mengadu nasib dengan mengikuti sayembara. Namun, dia terperangkap di antara para pesaing yang saling menjatuhkan, terjebak di tengah intrik politik berbahaya, dan bertemu seorang pemuda misterius yang membawa rahasia besar. Ning akhirnya menyadari bahwa ternyata nyawanya sendiri yang harus dipertaruhkan. Sebuah adaptasi kisah mitologi dan seni tradisional pembuatan teh dari Cina yang dilebur dengan dunia sihir, hingga terciptalah sebuah kisah fantasi yang memikat dan sepekat secangkir teh hangat."
D44,@_luvminkook,Queue,Toko Jajanan Ajaib Zenitendo 1,Reiko Hiroshima,4.1,156,"fiksi, fantasi, j-lit, cerpen","Di toko jajanan ajaib Zenitendo semua keinginan pembelinya bisa terwujud. Hanya saja, semua perkataan Beniko, pemilik toko, harus selalu dituruti. Jika tidak, nasib buruk akan jadi akibatnya.... Jajanan dalam buku ini, di antaranya: Permen Jeli Putri Duyung, Es Berhantu, dan Biskuit Binatang Buas. Buku Toko Jajanan Ajaib Zenitendo telah terjual jutaan kopi di Jepang dan Korea. Novel bestseller asal jepang ini berkisah tentang toko jajanan ajaib yang dapat mewujudkan keinginan setiap pembelinya. Beniko, nyonya pemilik Zenitendo, akan menawarkan jajanan-jajanan unik nan ajaib kepada para pembelinya. Namun, berhati-hatilah, karena jika pembeli tidak mengikuti saran Beniko, nasib buruk akan siap-siap menanti."
D44,@bulanpagi_,Queue,Toko Jajanan Ajaib Zenitendo 1,Reiko Hiroshima,4.1,156,"fiksi, fantasi, j-lit, cerpen","Di toko jajanan ajaib Zenitendo semua keinginan pembelinya bisa terwujud. Hanya saja, semua perkataan Beniko, pemilik toko, harus selalu dituruti. Jika tidak, nasib buruk akan jadi akibatnya.... Jajanan dalam buku ini, di antaranya: Permen Jeli Putri Duyung, Es Berhantu, dan Biskuit Binatang Buas. Buku Toko Jajanan Ajaib Zenitendo telah terjual jutaan kopi di Jepang dan Korea. Novel bestseller asal jepang ini berkisah tentang toko jajanan ajaib yang dapat mewujudkan keinginan setiap pembelinya. Beniko, nyonya pemilik Zenitendo, akan menawarkan jajanan-jajanan unik nan ajaib kepada para pembelinya. Namun, berhati-hatilah, karena jika pembeli tidak mengikuti saran Beniko, nasib buruk akan siap-siap menanti."
D44,@dinathaniaaa,Queue,Toko Jajanan Ajaib Zenitendo 1,Reiko Hiroshima,4.1,156,"fiksi, fantasi, j-lit, cerpen","Di toko jajanan ajaib Zenitendo semua keinginan pembelinya bisa terwujud. Hanya saja, semua perkataan Beniko, pemilik toko, harus selalu dituruti. Jika tidak, nasib buruk akan jadi akibatnya.... Jajanan dalam buku ini, di antaranya: Permen Jeli Putri Duyung, Es Berhantu, dan Biskuit Binatang Buas. Buku Toko Jajanan Ajaib Zenitendo telah terjual jutaan kopi di Jepang dan Korea. Novel bestseller asal jepang ini berkisah tentang toko jajanan ajaib yang dapat mewujudkan keinginan setiap pembelinya. Beniko, nyonya pemilik Zenitendo, akan menawarkan jajanan-jajanan unik nan ajaib kepada para pembelinya. Namun, berhati-hatilah, karena jika pembeli tidak mengikuti saran Beniko, nasib buruk akan siap-siap menanti."
D44,@fayaulia27,Queue,Toko Jajanan Ajaib Zenitendo 1,Reiko Hiroshima,4.1,156,"fiksi, fantasi, j-lit, cerpen","Di toko jajanan ajaib Zenitendo semua keinginan pembelinya bisa terwujud. Hanya saja, semua perkataan Beniko, pemilik toko, harus selalu dituruti. Jika tidak, nasib buruk akan jadi akibatnya.... Jajanan dalam buku ini, di antaranya: Permen Jeli Putri Duyung, Es Berhantu, dan Biskuit Binatang Buas. Buku Toko Jajanan Ajaib Zenitendo telah terjual jutaan kopi di Jepang dan Korea. Novel bestseller asal jepang ini berkisah tentang toko jajanan ajaib yang dapat mewujudkan keinginan setiap pembelinya. Beniko, nyonya pemilik Zenitendo, akan menawarkan jajanan-jajanan unik nan ajaib kepada para pembelinya. Namun, berhati-hatilah, karena jika pembeli tidak mengikuti saran Beniko, nasib buruk akan siap-siap menanti."
D44,@huichilnyem,Borrowed,Toko Jajanan Ajaib Zenitendo 1,Reiko Hiroshima,4.1,156,"fiksi, fantasi, j-lit, cerpen","Di toko jajanan ajaib Zenitendo semua keinginan pembelinya bisa terwujud. Hanya saja, semua perkataan Beniko, pemilik toko, harus selalu dituruti. Jika tidak, nasib buruk akan jadi akibatnya.... Jajanan dalam buku ini, di antaranya: Permen Jeli Putri Duyung, Es Berhantu, dan Biskuit Binatang Buas. Buku Toko Jajanan Ajaib Zenitendo telah terjual jutaan kopi di Jepang dan Korea. Novel bestseller asal jepang ini berkisah tentang toko jajanan ajaib yang dapat mewujudkan keinginan setiap pembelinya. Beniko, nyonya pemilik Zenitendo, akan menawarkan jajanan-jajanan unik nan ajaib kepada para pembelinya. Namun, berhati-hatilah, karena jika pembeli tidak mengikuti saran Beniko, nasib buruk akan siap-siap menanti."
D44,@ilmiosole__n_n,Queue,Toko Jajanan Ajaib Zenitendo 1,Reiko Hiroshima,4.1,156,"fiksi, fantasi, j-lit, cerpen","Di toko jajanan ajaib Zenitendo semua keinginan pembelinya bisa terwujud. Hanya saja, semua perkataan Beniko, pemilik toko, harus selalu dituruti. Jika tidak, nasib buruk akan jadi akibatnya.... Jajanan dalam buku ini, di antaranya: Permen Jeli Putri Duyung, Es Berhantu, dan Biskuit Binatang Buas. Buku Toko Jajanan Ajaib Zenitendo telah terjual jutaan kopi di Jepang dan Korea. Novel bestseller asal jepang ini berkisah tentang toko jajanan ajaib yang dapat mewujudkan keinginan setiap pembelinya. Beniko, nyonya pemilik Zenitendo, akan menawarkan jajanan-jajanan unik nan ajaib kepada para pembelinya. Namun, berhati-hatilah, karena jika pembeli tidak mengikuti saran Beniko, nasib buruk akan siap-siap menanti."
D44,@msstrasr,Borrowing,Toko Jajanan Ajaib Zenitendo 1,Reiko Hiroshima,4.1,156,"fiksi, fantasi, j-lit, cerpen","Di toko jajanan ajaib Zenitendo semua keinginan pembelinya bisa terwujud. Hanya saja, semua perkataan Beniko, pemilik toko, harus selalu dituruti. Jika tidak, nasib buruk akan jadi akibatnya.... Jajanan dalam buku ini, di antaranya: Permen Jeli Putri Duyung, Es Berhantu, dan Biskuit Binatang Buas. Buku Toko Jajanan Ajaib Zenitendo telah terjual jutaan kopi di Jepang dan Korea. Novel bestseller asal jepang ini berkisah tentang toko jajanan ajaib yang dapat mewujudkan keinginan setiap pembelinya. Beniko, nyonya pemilik Zenitendo, akan menawarkan jajanan-jajanan unik nan ajaib kepada para pembelinya. Namun, berhati-hatilah, karena jika pembeli tidak mengikuti saran Beniko, nasib buruk akan siap-siap menanti."
